dataset,truefam,reg_random,reg_best_fixed,reg_iforest_random,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits,reg_beta1,reg_betaext,reg_matched
093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,local,0.2706598450677569,0.019609219490560215,0.40908384430296163,0.4102411456841805,0.40615240588004986,0.41085798134465445,0.41085798134465445,0.41085798134465445,0.0,0.06805046901450201,0.0
097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.txt,local,0.49700708004569316,0.10815039489255485,0.6261396371072193,0.6277044539838548,0.6314189500160152,0.626494909218786,0.6314189500160152,0.626494909218786,0.0,0.6314189500160152,0.0
099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,local,0.2420108385095413,0.1259234024557362,0.18074381154314123,0.0,0.0,0.21211740454007066,0.21211740454007066,0.21211740454007066,0.005031316853980727,0.005031316853980727,0.005031316853980727
102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.txt,local,0.1487638934078037,0.07142804825476534,0.22743825191859085,0.21285688851876466,0.21285688851876466,0.21285688851876466,0.21285688851876466,0.21285688851876466,0.24158036568862884,0.21457968539009575,0.24158036568862884
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.txt,local,0.6042871777873908,0.20689352392191018,0.6975210002637061,0.40040103071255057,0.40040103071255057,0.6902066009674799,0.6902066009674799,0.6902066009674799,0.0,0.40040103071255057,0.0
106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,local,0.206729021313678,0.06552109537662315,0.2463759341419673,0.0022703518348097806,0.0022703518348097806,0.2430071460067209,0.2430071460067209,0.30296328414941726,0.0,0.0022703518348097806,0.0
107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.txt,global,0.12398422224590677,0.17227993607893122,0.11615883714548492,0.16782668589630195,0.16516102431159807,0.11694258733562893,0.11694258733562893,0.11694258733562893,0.17110425742721508,0.17110425742721508,0.17110425742721508
117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.txt,global,0.15751649781326316,0.20156046935699035,0.017709162211548946,0.1366485748683467,0.1366485748683467,0.03126991434339488,0.03126991434339488,0.03126991434339488,0.3724978184271536,0.3724978184271536,0.3724978184271536
121_UCR_Anomaly_ECG3_15000_16000_16100.txt,local,0.22483865235024805,0.06276417651454402,0.2632465251822902,0.0,0.0,0.2355746069576566,0.2355746069576566,0.2355746069576566,0.34190113297757513,0.0,0.34190113297757513
122_UCR_Anomaly_ECG3_8000_17000_17100.txt,local,0.2833542979837571,0.042344016412335206,0.3238153671791137,0.0,0.0,0.32678352003950495,0.32678352003950495,0.32678352003950495,0.2281313281450876,0.0,0.2281313281450876
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.txt,local,0.16591826632825482,0.07232709793287834,0.22717295825249756,0.22889599528668092,0.22344696920931562,0.22344696920931562,0.22344696920931562,0.22344696920931562,0.24019227851331443,0.0056507152990810106,0.24019227851331443
