dataset,status,n,d,rate,seed,regret,random_regret,best_regret_possible,pick,max_regime_var,score_json,true_auc_json,regime_var_json
DoctorVisits.npz,ok,23713,7,0.1269,0.0,2.40685279129238e-06,0.10048974105740527,0.0,PCA,0.004658550388847592,"{""CBLOF"": 3.500889045465505, ""COPOD"": 4.701896574476143, ""ECOD"": 3.5327514265380344, ""HBOS"": 4.23000795719821, ""IForest"": 7.232685745011304, ""KNN"": 5.018728133069375, ""LODA"": 4.772239508184479, ""LOF"": 4.391657021462393, ""PCA"": 7.619144588594557}","{""IForest"": 0.5795847537107653, ""LOF"": 0.9842821280750553, ""KNN"": 0.967195719652996, ""ECOD"": 0.9516791408498275, ""COPOD"": 0.965536996937681, ""HBOS"": 1.0, ""PCA"": 0.9999975931472087, ""CBLOF"": 0.6498918119670325, ""LODA"": 0.9974241861427859}","{""smallest_K30"": 0.004109162346278465, ""random_K30"": 0.0015748812753774676, ""hard_K30"": 0.002026945671068835, ""smallest_K50"": 0.004658550388847592, ""random_K50"": 0.0004400742611836242, ""hard_K50"": 0.0015910720139102833}"
DoctorVisits.npz,ok,23713,7,0.1269,1.0,0.44065527369526514,0.10627649710923615,0.0,IForest,0.005391602182791316,"{""CBLOF"": 2.5880199708568896, ""COPOD"": 5.438840846896474, ""ECOD"": 4.1343385751825785, ""HBOS"": 4.326054397702651, ""IForest"": 7.827668462680743, ""KNN"": 4.096630324971358, ""LODA"": 5.235301160089864, ""LOF"": 4.429922919224264, ""PCA"": 6.923223342395177}","{""IForest"": 0.5593447263047349, ""LOF"": 0.9835529720219407, ""KNN"": 0.9663896646532008, ""ECOD"": 0.949344172728593, ""COPOD"": 0.9656469901102419, ""HBOS"": 1.0, ""PCA"": 0.9999986361167517, ""CBLOF"": 0.6243776480394979, ""LODA"": 0.9948567160419146}","{""smallest_K30"": 0.005391602182791316, ""random_K30"": 0.0010353611349994702, ""hard_K30"": 0.0016717443045382173, ""smallest_K50"": 0.004011792960641925, ""random_K50"": 0.0005583789212503053, ""hard_K50"": 0.0020076908878360043}"
DoctorVisits.npz,ok,23713,7,0.1269,2.0,0.5561991702776145,0.11731586172149344,0.0,IForest,0.0031688049862603563,"{""CBLOF"": 3.6852279701861193, ""COPOD"": 5.05125930660301, ""ECOD"": 3.4193713807636854, ""HBOS"": 4.962415383840902, ""IForest"": 7.42579192284613, ""KNN"": 5.296832221527166, ""LODA"": 5.084140755922813, ""LOF"": 4.851129333827428, ""PCA"": 5.223831724482748}","{""IForest"": 0.44361020698131726, ""LOF"": 0.9840446519329835, ""KNN"": 0.961873085047748, ""ECOD"": 0.9462091667395407, ""COPOD"": 0.9608489290708506, ""HBOS"": 0.9998093772589317, ""PCA"": 0.9997338020812858, ""CBLOF"": 0.6473184049626095, ""LODA"": 0.9989940157616767}","{""smallest_K30"": 0.0031688049862603563, ""random_K30"": 0.0006190381002456881, ""hard_K30"": 0.0020041522477762027, ""smallest_K50"": 0.0030012694376244024, ""random_K50"": 0.00027982521633649173, ""hard_K50"": 0.0023589045041434373}"
FinancialTransactionAnomalies.npz,ok,18883,5,0.1022,0.0,0.0,0.018851482961493415,0.0,KNN,0.009019308071916995,"{""CBLOF"": 4.261776331878775, ""COPOD"": 2.068662824607561, ""ECOD"": 1.7005475131923924, ""HBOS"": 7.132108975991634, ""IForest"": 5.950665621504241, ""KNN"": 8.232923291219011, ""LODA"": 7.731875114821081, ""LOF"": 5.396486836396899, ""PCA"": 2.5249534903884063}","{""IForest"": 0.49418390002261037, ""LOF"": 0.49958646978041926, ""KNN"": 0.5192825090170227, ""ECOD"": 0.4945952899748809, ""COPOD"": 0.501015633276815, ""HBOS"": 0.5147763290716025, ""PCA"": 0.4870597145280886, ""CBLOF"": 0.514102144868885, ""LODA"": 0.4792772439594395}","{""smallest_K30"": 0.006250664520554453, ""random_K30"": 0.0031883805617806257, ""hard_K30"": 0.009019308071916995, ""smallest_K50"": 0.0018610418504727507, ""random_K50"": 0.0019549567822033263, ""hard_K50"": 0.0030318439059166175}"
FinancialTransactionAnomalies.npz,ok,18883,5,0.1022,1.0,0.045258551170504535,0.020596250954903195,0.0,LODA,0.010357061776183618,"{""COPOD"": 3.3459441232183353, ""ECOD"": 1.9817412545383881, ""HBOS"": 7.093488543385946, ""IForest"": 6.075565911037965, ""KNN"": 7.830945545576093, ""LODA"": 8.40872653259091, ""LOF"": 4.549927394069291, ""PCA"": 2.455729871954465}","{""IForest"": 0.4972779621719984, ""LOF"": 0.49304451343239414, ""KNN"": 0.5187159496847615, ""ECOD"": 0.498239095070521, ""COPOD"": 0.5005648012555419, ""HBOS"": 0.5112597170046836, ""PCA"": 0.49239815270470927, ""LODA"": 0.473457398514257}","{""smallest_K30"": 0.007489514356421992, ""random_K30"": 0.00446308441743966, ""hard_K30"": 0.010357061776183618, ""smallest_K50"": 0.005796253074308421, ""random_K50"": 0.002331358184289847, ""hard_K50"": 0.004510195065126035}"
FinancialTransactionAnomalies.npz,ok,18883,5,0.1022,2.0,0.03376432201911589,0.01833610001102237,0.0,LODA,0.007040253067441899,"{""COPOD"": 1.954369496583159, ""ECOD"": 1.663244865326018, ""HBOS"": 7.039876073028954, ""IForest"": 5.475912687587865, ""KNN"": 7.918759249622362, ""LODA"": 8.341466248988665, ""LOF"": 5.168519203530816, ""PCA"": 3.573674080101676}","{""IForest"": 0.4942270111212876, ""LOF"": 0.4946653837292904, ""KNN"": 0.5162602986987633, ""ECOD"": 0.4919852339900744, ""COPOD"": 0.5000925665611669, ""HBOS"": 0.5139548486150712, ""PCA"": 0.48971227010662655, ""LODA"": 0.48249597667964744}","{""smallest_K30"": 0.006680090884233671, ""random_K30"": 0.004154550528444957, ""hard_K30"": 0.007040253067441899, ""smallest_K50"": 0.004198193737033461, ""random_K50"": 0.0028039792330631914, ""hard_K50"": 0.006852690453435407}"
BusinessInspections.npz,ok,16103,4,0.0075,0.0,0.07927111419021443,0.055603522930846805,0.0,KNN,0.046096883868617045,"{""CBLOF"": 5.329127929372384, ""COPOD"": 2.5230090539486514, ""ECOD"": 3.7674537848057144, ""HBOS"": 7.0, ""IForest"": 5.122964751335953, ""KNN"": 9.0, ""LODA"": 2.3456566038289566, ""LOF"": 8.0, ""PCA"": 1.911787876708341}","{""IForest"": 0.47025749863637656, ""LOF"": 0.5724827252822248, ""KNN"": 0.49321161109201034, ""ECOD"": 0.5205151006754782, ""COPOD"": 0.5285158865361897, ""HBOS"": 0.5183087450269751, ""PCA"": 0.5424416485496475, ""CBLOF"": 0.5133699723656218, ""LODA"": 0.4928096329978777}","{""smallest_K30"": 0.046096883868617045, ""random_K30"": 0.027785392216008096, ""hard_K30"": 0.030458757021499704, ""smallest_K50"": 0.04038382092808289, ""random_K50"": 0.0231884395396573, ""hard_K50"": 0.0206646467523342}"
BusinessInspections.npz,ok,16103,4,0.0075,1.0,0.06634835861099109,0.049679264852580673,0.0,KNN,0.02694501982413502,"{""CBLOF"": 3.745129466805082, ""COPOD"": 2.621981840331277, ""ECOD"": 2.9659086399816745, ""HBOS"": 4.985030946864206, ""IForest"": 5.889069614163351, ""KNN"": 9.0, ""LODA"": 3.7077776022104274, ""LOF"": 8.0, ""PCA"": 4.08510188964398}","{""IForest"": 0.46330754297029497, ""LOF"": 0.567110953709185, ""KNN"": 0.5007625950981939, ""ECOD"": 0.523235884881746, ""COPOD"": 0.5305516276881477, ""HBOS"": 0.5267153865840133, ""PCA"": 0.5286645279536343, ""CBLOF"": 0.5272479106186843, ""LODA"": 0.48928877020553874}","{""smallest_K30"": 0.01475776803719044, ""random_K30"": 0.02694501982413502, ""hard_K30"": 0.020210897462654438, ""smallest_K50"": 0.01410379477976847, ""random_K50"": 0.02362564715258961, ""hard_K50"": 0.016116183842390518}"
BusinessInspections.npz,ok,16103,4,0.0075,2.0,0.04947174132774268,0.04690376337090585,0.0,KNN,0.030147680438931228,"{""CBLOF"": 4.430552773477965, ""COPOD"": 3.3563241291634434, ""ECOD"": 2.3949741946003544, ""HBOS"": 6.19677266765693, ""IForest"": 5.058949518054457, ""KNN"": 9.0, ""LODA"": 3.7612683411898495, ""LOF"": 8.0, ""PCA"": 2.801158375856998}","{""IForest"": 0.4742217006129196, ""LOF"": 0.5656439275457105, ""KNN"": 0.5161721862179678, ""ECOD"": 0.5245930456497181, ""COPOD"": 0.5328394129827292, ""HBOS"": 0.5278541090950452, ""PCA"": 0.5313245630588594, ""CBLOF"": 0.5112644343741679, ""LODA"": 0.4847480980361238}","{""smallest_K30"": 0.030147680438931228, ""random_K30"": 0.029410585845159102, ""hard_K30"": 0.02008070764539562, ""smallest_K50"": 0.017268764278528838, ""random_K50"": 0.017886643951727472, ""hard_K50"": 0.017855916201782125}"
CustomerCampaignOutcome.npz,ok,21161,6,0.1185,0.0,0.4493331830884245,0.2548728535234611,0.0,IForest,0.007262251069396559,"{""CBLOF"": 2.9482351781335354, ""COPOD"": 4.685757399304605, ""ECOD"": 4.009269921133702, ""HBOS"": 4.2837647107735055, ""IForest"": 7.695407573197853, ""KNN"": 5.448738953671784, ""LODA"": 4.16564704417827, ""LOF"": 5.501277013541656, ""PCA"": 6.261902206065088}","{""IForest"": 0.5506129340125857, ""LOF"": 0.5643512557762415, ""KNN"": 0.5756411129512786, ""ECOD"": 0.8451550881332858, ""COPOD"": 0.8353536391323271, ""HBOS"": 0.9999461171010102, ""PCA"": 0.9997481188293256, ""CBLOF"": 0.5314429701365793, ""LODA"": 0.8034081361253085}","{""smallest_K30"": 0.006411896961372523, ""random_K30"": 0.0018520495345168652, ""hard_K30"": 0.005600261340533832, ""smallest_K50"": 0.007262251069396559, ""random_K50"": 0.0009343261257993244, ""hard_K50"": 0.0037511569340753282}"
CustomerCampaignOutcome.npz,ok,21161,6,0.1185,1.0,0.4469324005889914,0.2513048992467596,0.0,IForest,0.005506101209805647,"{""CBLOF"": 2.9821462255022064, ""COPOD"": 4.382875862494627, ""ECOD"": 3.9772332859779675, ""HBOS"": 5.6698818909440405, ""IForest"": 7.204184776269281, ""KNN"": 6.0403382811958775, ""LODA"": 3.6616974794202313, ""LOF"": 5.859885854752648, ""PCA"": 5.221756343443126}","{""IForest"": 0.5530675994110086, ""LOF"": 0.5701864316231892, ""KNN"": 0.578965121193224, ""ECOD"": 0.8483673214329814, ""COPOD"": 0.843150302177222, ""HBOS"": 1.0, ""PCA"": 1.0, ""CBLOF"": 0.5343530743240823, ""LODA"": 0.8101660566174561}","{""smallest_K30"": 0.004497186938074608, ""random_K30"": 0.003189787089436781, ""hard_K30"": 0.004079272368334536, ""smallest_K50"": 0.005261329824186031, ""random_K50"": 0.0008957088144051775, ""hard_K50"": 0.005506101209805647}"
CustomerCampaignOutcome.npz,ok,21161,6,0.1185,2.0,0.41770279882103356,0.24435772338717265,0.0,IForest,0.010139972180018322,"{""CBLOF"": 3.3385964787167914, ""COPOD"": 4.875557182728096, ""ECOD"": 3.7973055510650715, ""HBOS"": 5.245683702928224, ""IForest"": 7.14808640913606, ""KNN"": 5.637405971468877, ""LODA"": 3.9311425644536717, ""LOF"": 5.487599958766498, ""PCA"": 5.5386221807367075}","{""IForest"": 0.5822972011789664, ""LOF"": 0.5718029185928822, ""KNN"": 0.5878359676262135, ""ECOD"": 0.8515973018779794, ""COPOD"": 0.845676383798909, ""HBOS"": 1.0, ""PCA"": 0.9999069878529343, ""CBLOF"": 0.5540503743097457, ""LODA"": 0.8076133542778157}","{""smallest_K30"": 0.010139972180018322, ""random_K30"": 0.0030702582692951415, ""hard_K30"": 0.004377332090280098, ""smallest_K50"": 0.0045459062177135474, ""random_K50"": 0.0010854792698202754, ""hard_K50"": 0.004456453886283547}"
BarExamPrediction.npz,ok,19178,10,0.0541,0.0,0.0754557254324637,0.0841607828907256,0.0,IForest,0.006710373703338561,"{""COPOD"": 3.861746079838965, ""ECOD"": 3.046303263452458, ""HBOS"": 5.914528509315414, ""IForest"": 6.3613292546322535, ""KNN"": 4.620399138053417, ""LODA"": 4.276629848912982, ""LOF"": 3.5281113875448926, ""PCA"": 4.3909525182496205}","{""IForest"": 0.753480476193511, ""LOF"": 0.6749760479932361, ""KNN"": 0.678945123881266, ""ECOD"": 0.7473793530515175, ""COPOD"": 0.8289362016259747, ""HBOS"": 0.7460568145849134, ""PCA"": 0.7679289533557239, ""LODA"": 0.76050037919585}","{""smallest_K30"": 0.006710373703338561, ""random_K30"": 0.0011118525833214532, ""hard_K30"": 0.004607992753762815, ""smallest_K50"": 0.0042724460965489685, ""random_K50"": 0.0007693460021516243, ""hard_K50"": 0.002912043896429041}"
BarExamPrediction.npz,ok,19178,10,0.0541,1.0,0.08215485211361861,0.09535982787937736,0.0,IForest,0.005313162050247788,"{""COPOD"": 4.006810315740135, ""ECOD"": 3.1736705802079133, ""HBOS"": 5.400485920952249, ""IForest"": 6.642578297046102, ""KNN"": 4.574951434148605, ""LODA"": 4.844249066598074, ""LOF"": 3.456845697649843}","{""IForest"": 0.7479611584486323, ""LOF"": 0.6790512084345053, ""KNN"": 0.674971533756928, ""ECOD"": 0.7444958182239189, ""COPOD"": 0.8301160105622509, ""HBOS"": 0.7664258454367976, ""LODA"": 0.7002717039170826}","{""smallest_K30"": 0.0050816946820937915, ""random_K30"": 0.0008769750822387493, ""hard_K30"": 0.0036603607330944307, ""smallest_K50"": 0.005313162050247788, ""random_K50"": 0.0012736961037048014, ""hard_K50"": 0.002003821136646708}"
BarExamPrediction.npz,ok,19178,10,0.0541,2.0,0.06421540979706108,0.08446720327659196,0.0,HBOS,0.010634537255386742,"{""COPOD"": 4.757688862421163, ""ECOD"": 3.408978636448432, ""HBOS"": 5.771438413027612, ""IForest"": 5.465022227787599, ""KNN"": 4.362125082819367, ""LODA"": 4.045506975888895, ""LOF"": 3.306081491480201}","{""IForest"": 0.7355621445702766, ""LOF"": 0.6649443527434873, ""KNN"": 0.6711161104065362, ""ECOD"": 0.7418711881257528, ""COPOD"": 0.8254331542509235, ""HBOS"": 0.7612177444538624, ""LODA"": 0.7866169622694817}","{""smallest_K30"": 0.010634537255386742, ""random_K30"": 0.0008365538873438637, ""hard_K30"": 0.003800584440811582, ""smallest_K50"": 0.0026190538246441786, ""random_K50"": 0.0003885220581061775, ""hard_K50"": 0.0035800890252202927}"
CybersecurityVulnerability.npz,ok,21045,6,0.1602,0.0,0.0,0.1976644865401911,0.0,LOF,0.0721137511727331,"{""CBLOF"": 6.8984044919304415, ""COPOD"": 2.974658159821451, ""ECOD"": 2.231894130307158, ""HBOS"": 5.0, ""IForest"": 6.10159550806956, ""KNN"": 8.231894130307158, ""LODA"": 1.257235970485707, ""LOF"": 8.768105869692842, ""PCA"": 3.5362117393856853}","{""IForest"": 0.8820368590234453, ""LOF"": 0.9988069468471618, ""KNN"": 0.9951097995759656, ""ECOD"": 0.6917621261638813, ""COPOD"": 0.6512310467390342, ""HBOS"": 0.8323379755020041, ""PCA"": 0.9644448845443937, ""CBLOF"": 0.9720411681800464, ""LODA"": 0.22251133618680338}","{""smallest_K30"": 0.03316649206121975, ""random_K30"": 0.036032139731641766, ""hard_K30"": 0.0721137511727331, ""smallest_K50"": 0.0258603395337541, ""random_K50"": 0.03273869909927776, ""hard_K50"": 0.054630733119948253}"
CybersecurityVulnerability.npz,ok,21045,6,0.1602,1.0,0.0,0.17269815255458665,0.0,LOF,0.05523999012947918,"{""CBLOF"": 6.327717152818141, ""COPOD"": 2.918822386656227, ""ECOD"": 1.6947449436252373, ""HBOS"": 6.031727247313401, ""IForest"": 5.640555599868458, ""KNN"": 8.23530849125268, ""LODA"": 3.2940745262419626, ""LOF"": 8.764691508747323, ""PCA"": 2.0923581434765732}","{""IForest"": 0.8473502043597588, ""LOF"": 0.9971141657963737, ""KNN"": 0.9958864967312089, ""ECOD"": 0.7077860627525651, ""COPOD"": 0.6689771354556314, ""HBOS"": 0.8525190104296694, ""PCA"": 0.9703471283688101, ""CBLOF"": 0.9415435843707267, ""LODA"": 0.4382203309113384}","{""smallest_K30"": 0.02941762399411603, ""random_K30"": 0.04465221781637478, ""hard_K30"": 0.05523999012947918, ""smallest_K50"": 0.02857799007042358, ""random_K50"": 0.03335094255090482, ""hard_K50"": 0.05522753912284152}"
CybersecurityVulnerability.npz,ok,21045,6,0.1602,2.0,0.0,0.1978908862619957,0.0,LOF,0.06268819429073086,"{""CBLOF"": 6.736107965162303, ""COPOD"": 1.7665638872118166, ""ECOD"": 2.0242813877314734, ""HBOS"": 5.13194601741885, ""IForest"": 6.131946017418849, ""KNN"": 8.065765301316974, ""LODA"": 3.235663373280919, ""LOF"": 8.934234698683024, ""PCA"": 2.9734913517757913}","{""IForest"": 0.8856914601914909, ""LOF"": 0.999177358088396, ""KNN"": 0.9954573852944052, ""ECOD"": 0.6979996198543447, ""COPOD"": 0.6571826339730213, ""HBOS"": 0.8606879461519064, ""PCA"": 0.9691873904091685, ""CBLOF"": 0.9525409548201504, ""LODA"": 0.1936534976547195}","{""smallest_K30"": 0.015244482216687453, ""random_K30"": 0.03968500126661916, ""hard_K30"": 0.0433970790885288, ""smallest_K50"": 0.030585258119774215, ""random_K50"": 0.040201283140092026, ""hard_K50"": 0.06268819429073086}"
TransactionService.npz,ok,18311,5,0.0762,0.0,0.16423682545544172,0.14061223208764384,0.0,KNN,0.019123032014942226,"{""CBLOF"": 4.618641841423441, ""COPOD"": 2.3622801197869427, ""ECOD"": 3.797289917579721, ""HBOS"": 6.400248634056206, ""IForest"": 6.346217896759052, ""KNN"": 7.697654198929941, ""LODA"": 2.156725412680329, ""LOF"": 6.587471675365423, ""PCA"": 5.033470303418943}","{""IForest"": 0.4540651597783286, ""LOF"": 0.4953424632008856, ""KNN"": 0.4801902229841267, ""ECOD"": 0.6444270484395684, ""COPOD"": 0.5278537470768643, ""HBOS"": 0.46206244012918124, ""PCA"": 0.4745745413397681, ""CBLOF"": 0.4903793787748789, ""LODA"": 0.5054383454437196}","{""smallest_K30"": 0.01107608368580381, ""random_K30"": 0.019123032014942226, ""hard_K30"": 0.015789567248237383, ""smallest_K50"": 0.01721381796082383, ""random_K50"": 0.010644016391298226, ""hard_K50"": 0.018117512649662073}"
TransactionService.npz,ok,18311,5,0.0762,1.0,0.20389142323788162,0.15122993565877973,0.0,HBOS,0.022043338455222283,"{""CBLOF"": 3.8765727769014378, ""COPOD"": 3.971571508240281, ""ECOD"": 3.3325087459492275, ""HBOS"": 7.40736028676601, ""IForest"": 6.543729833425538, ""KNN"": 6.64241819802784, ""LODA"": 3.073982935831383, ""LOF"": 5.876618647546053, ""PCA"": 4.2752370673122275}","{""IForest"": 0.4610749686406074, ""LOF"": 0.4957222273511498, ""KNN"": 0.48170589166970873, ""ECOD"": 0.6586994893564401, ""COPOD"": 0.5341910547173758, ""HBOS"": 0.45480806611855845, ""PCA"": 0.4898434528956937, ""CBLOF"": 0.4744040868424374, ""LODA"": 0.5167767456869719}","{""smallest_K30"": 0.0110735624793088, ""random_K30"": 0.01273862439390127, ""hard_K30"": 0.016330561943035102, ""smallest_K50"": 0.022043338455222283, ""random_K50"": 0.0093625457299938, ""hard_K50"": 0.009747708371043821}"
TransactionService.npz,ok,18311,5,0.0762,2.0,0.21214819673963947,0.14611730064446615,0.0,IForest,0.022001083042301695,"{""CBLOF"": 4.029593892795138, ""COPOD"": 4.156439590742161, ""ECOD"": 3.7515550146849943, ""HBOS"": 6.224894435358877, ""IForest"": 7.091700062155984, ""KNN"": 6.152479271528893, ""LODA"": 2.784652567229998, ""LOF"": 5.618183925581132, ""PCA"": 5.190501239922828}","{""IForest"": 0.43572182080129285, ""LOF"": 0.48880600965386517, ""KNN"": 0.47712204203217334, ""ECOD"": 0.6478700175409323, ""COPOD"": 0.5232919188899157, ""HBOS"": 0.4615705571511697, ""PCA"": 0.48124661737814306, ""CBLOF"": 0.48900854347584877, ""LODA"": 0.5111369251448545}","{""smallest_K30"": 0.019137603135208788, ""random_K30"": 0.015167645699311037, ""hard_K30"": 0.019560470679186665, ""smallest_K50"": 0.022001083042301695, ""random_K50"": 0.0066201835303431236, ""hard_K50"": 0.006580888592498512}"
PTENPhosphatase.npz,ok,6546,18,0.0675,0.0,0.07482369247075138,0.10581889993654692,0.0,LOF,0.015574700119422854,"{""CBLOF"": 7.921582789907823, ""COPOD"": 2.9239380483002875, ""ECOD"": 2.1521803771445547, ""HBOS"": 5.436592981245561, ""IForest"": 5.986648797598425, ""KNN"": 7.34482456875181, ""LODA"": 2.687961911694894, ""LOF"": 8.028365639645184, ""PCA"": 2.5179048857114523}","{""IForest"": 0.865268806445277, ""LOF"": 0.8556335026923261, ""KNN"": 0.8883249765602707, ""ECOD"": 0.6720809661986131, ""COPOD"": 0.7874211109505228, ""HBOS"": 0.7345640580934698, ""PCA"": 0.8502692326221738, ""CBLOF"": 0.9304571951630775, ""LODA"": 0.8377248083130436}","{""smallest_K30"": 0.0039156375932023575, ""random_K30"": 0.005850410145237982, ""hard_K30"": 0.015574700119422854, ""smallest_K50"": 0.004693493252419888, ""random_K50"": 0.00670771542903279, ""hard_K50"": 0.013191439313452865}"
PTENPhosphatase.npz,ok,6546,18,0.0675,1.0,0.04134657075833559,0.08259678847914143,0.0,LOF,0.011593499085404583,"{""CBLOF"": 7.536509031938428, ""COPOD"": 3.150336768319761, ""ECOD"": 1.9396662970303367, ""HBOS"": 4.244913644419564, ""IForest"": 5.3458581812818355, ""KNN"": 7.402633174960722, ""LODA"": 3.354008076167796, ""LOF"": 7.918035061275465, ""PCA"": 4.10803976460609}","{""IForest"": 0.8681649564002505, ""LOF"": 0.8773462891109949, ""KNN"": 0.8968948380713085, ""ECOD"": 0.6862708039178629, ""COPOD"": 0.7914049384637619, ""HBOS"": 0.7405935347111817, ""PCA"": 0.8527484703955293, ""CBLOF"": 0.9186928598693305, ""LODA"": 0.8927479515714808}","{""smallest_K30"": 0.002312249967442613, ""random_K30"": 0.011593499085404583, ""hard_K30"": 0.006761714304148447, ""smallest_K50"": 0.0037684189191979655, ""random_K50"": 0.0031364326232144408, ""hard_K50"": 0.010421996915528524}"
PTENPhosphatase.npz,ok,6546,18,0.0675,2.0,0.06781030310442071,0.10470692823633998,0.0,LOF,0.014812530129038303,"{""CBLOF"": 7.8003217278677806, ""COPOD"": 3.369636507234419, ""ECOD"": 1.7014322218288445, ""HBOS"": 5.742470428493251, ""IForest"": 5.542850884186604, ""KNN"": 7.440717374073459, ""LODA"": 2.870238927584666, ""LOF"": 7.991561381496423, ""PCA"": 2.5407705472345494}","{""IForest"": 0.8683780448486331, ""LOF"": 0.8652539829010418, ""KNN"": 0.8968966910143381, ""ECOD"": 0.6775767952238541, ""COPOD"": 0.7892722010369069, ""HBOS"": 0.7375083845672081, ""PCA"": 0.8522389110624404, ""CBLOF"": 0.9330642860054625, ""LODA"": 0.8350269232622173}","{""smallest_K30"": 0.004197576946849765, ""random_K30"": 0.008148358253767692, ""hard_K30"": 0.014812530129038303, ""smallest_K50"": 0.0031602302743030815, ""random_K50"": 0.006412320925515294, ""hard_K50"": 0.01120885743678193}"
MedicalClassificationAnomalies.npz,ok,31103,4,0.0663,0.0,0.4580064236869199,0.31666689015183047,0.0,KNN,0.03469334480630749,"{""CBLOF"": 6.361866436754868, ""COPOD"": 2.069228651840792, ""ECOD"": 2.4089635571138905, ""HBOS"": 5.040043805739527, ""IForest"": 7.047097120359021, ""KNN"": 8.385043867745622, ""LODA"": 3.1837441653426857, ""LOF"": 7.895957812920772, ""PCA"": 2.608054582182824}","{""IForest"": 0.9841288997141022, ""LOF"": 0.8807960738126427, ""KNN"": 0.5261224760271823, ""ECOD"": 0.953312178097905, ""COPOD"": 0.8000643303434913, ""HBOS"": 0.8138381846491175, ""PCA"": 0.7135709817070809, ""CBLOF"": 0.27975770795693244, ""LODA"": 0.05556725375199133}","{""smallest_K30"": 0.011954228498133532, ""random_K30"": 0.011718182432730083, ""hard_K30"": 0.03133640699420955, ""smallest_K50"": 0.01207562046294543, ""random_K50"": 0.01428687098052137, ""hard_K50"": 0.03469334480630749}"
MedicalClassificationAnomalies.npz,ok,31103,4,0.0663,1.0,0.4695825888773604,0.2806623313883262,0.0,KNN,0.041828150156106345,"{""CBLOF"": 5.948935099653488, ""COPOD"": 2.245661600957551, ""ECOD"": 2.409434182243826, ""HBOS"": 4.49136523523808, ""IForest"": 6.267848226492256, ""KNN"": 8.37471410161304, ""LODA"": 3.6936623615802913, ""LOF"": 8.086501803454414, ""PCA"": 3.481877388767057}","{""IForest"": 0.9788851170899049, ""LOF"": 0.877806148338361, ""KNN"": 0.5093025282125445, ""ECOD"": 0.9503224195420028, ""COPOD"": 0.7981238207216483, ""HBOS"": 0.8190179958043396, ""PCA"": 0.7033252811907023, ""CBLOF"": 0.5005210357218686, ""LODA"": 0.1467007246928368}","{""smallest_K30"": 0.016158602918783814, ""random_K30"": 0.020546024993710443, ""hard_K30"": 0.032456904802782995, ""smallest_K50"": 0.012971321044225886, ""random_K50"": 0.025993338378095338, ""hard_K50"": 0.041828150156106345}"
MedicalClassificationAnomalies.npz,ok,31103,4,0.0663,2.0,0.4822937155897761,0.2980329522104519,0.0,KNN,0.033667508864069495,"{""CBLOF"": 5.979962229305294, ""COPOD"": 2.248813008278485, ""ECOD"": 2.8892070691654532, ""HBOS"": 4.3944704123360125, ""IForest"": 6.870318876541162, ""KNN"": 8.040648486103438, ""LODA"": 3.256616597398708, ""LOF"": 7.727380606217581, ""PCA"": 3.5925827146538696}","{""IForest"": 0.9933296911742908, ""LOF"": 0.8525618716357601, ""KNN"": 0.5110359755845147, ""ECOD"": 0.952388952540431, ""COPOD"": 0.7992322422212695, ""HBOS"": 0.8246706867289205, ""PCA"": 0.7000701224112629, ""CBLOF"": 0.4585378918075125, ""LODA"": 0.16584321657058843}","{""smallest_K30"": 0.011979617755417499, ""random_K30"": 0.011899978145125861, ""hard_K30"": 0.033667508864069495, ""smallest_K50"": 0.013147108329446227, ""random_K50"": 0.013707910067561857, ""hard_K50"": 0.03163358419730444}"
SignalAnalysis.npz,ok,13015,27,0.2426,0.0,0.0,0.25170201767821765,0.0,LOF,0.018752476496063323,"{""CBLOF"": 5.112910464744451, ""COPOD"": 3.104507495705041, ""ECOD"": 2.17905348399645, ""HBOS"": 5.632111359814299, ""IForest"": 5.2800856063663435, ""KNN"": 6.86447340847029, ""LODA"": 3.733500599740093, ""LOF"": 8.503598166329956, ""PCA"": 4.58975941483308}","{""IForest"": 0.49963340471477186, ""LOF"": 0.831054490543351, ""KNN"": 0.8284994032991329, ""ECOD"": 0.480314491545346, ""COPOD"": 0.45464302643596805, ""HBOS"": 0.49741906000023123, ""PCA"": 0.5137689206843882, ""CBLOF"": 0.6422553494329093, ""LODA"": 0.4665841091301013}","{""smallest_K30"": 0.011741113580706605, ""random_K30"": 0.010766496845545159, ""hard_K30"": 0.016323085662310857, ""smallest_K50"": 0.005467087228997502, ""random_K50"": 0.00790705410623719, ""hard_K50"": 0.018752476496063323}"
